Date,Open,High,Low,Close,Adj Close,Volume
4/20/2020,31.5,38.990002,31.5,37.700001,37.700001,3736300
4/27/2020,38.099998,42.98,36.91,39.509998,39.509998,2965800
5/4/2020,39.25,54,38.650002,48.810001,48.810001,6350200
5/11/2020,49.970001,59.799999,48.720001,59.040001,59.040001,4273500
5/18/2020,62.630001,66.736,58.560001,59.779999,59.779999,3939500
5/25/2020,60.849998,66.099998,52.5,65.120003,65.120003,4297000
6/1/2020,63.68,73.5,62.349998,63.889999,63.889999,3397500
6/8/2020,62,62.57,57.75,60.080002,60.080002,3624700
6/15/2020,60.75,69.410004,59.599998,66.75,66.75,4282700
6/22/2020,67.830002,76.370003,65.330002,72.440002,72.440002,3713900
6/29/2020,71.900002,77.970001,68.125,76.5,76.5,2735600
7/6/2020,77,86.400002,76.580002,84.559998,84.559998,4594200
7/13/2020,85.970001,88,75.650002,80.190002,80.190002,3367700
7/20/2020,80.870003,89.989998,76.195,80.690002,80.690002,2970100
7/27/2020,81.620003,93.870003,81.410004,93.43,93.43,3315200
8/3/2020,95,126.330002,94.624001,108.889999,108.889999,7217800
8/10/2020,116,116.019997,102.417,107.400002,107.400002,3506300
8/17/2020,108.169998,123.610001,107.800003,118,118,4916100
8/24/2020,120.919998,121.300003,110.510002,114.290001,114.290001,3245300
8/31/2020,116,127.32,103.129997,111.279999,111.279999,9864300
9/7/2020,109.870003,131.089996,104.110001,124.459999,124.459999,5798500
9/14/2020,129.089996,131.389999,116.519997,123.43,123.43,4383600
9/21/2020,121.209999,142.785004,115.730003,135.399994,135.399994,4950500
9/28/2020,139.179993,158.710007,135,153.009995,153.009995,5303200
10/5/2020,158.199997,163.509995,151.145004,161.550003,161.550003,5383900
10/12/2020,168.610001,183.940002,164.080002,173.380005,173.380005,6100800
10/19/2020,176.259995,184.990005,155.110001,158.889999,158.889999,5828500
10/26/2020,156.679993,163.270004,140.699997,146.419998,146.419998,7391000
11/2/2020,148,191.149994,147,189,189,9142100
11/9/2020,178.630005,181.080002,129.210007,173.300003,173.300003,14894200
11/16/2020,166.330002,193.339996,166.156998,192.449997,192.449997,6620500
11/23/2020,194.199997,211.360001,187.089996,205.699997,205.699997,3559400
11/30/2020,208,210.330002,187.210007,204.919998,204.919998,4619900
12/7/2020,203.5,205.539993,181.031998,201.389999,201.389999,4680600
12/14/2020,203.059998,213.5,190.289993,209.289993,209.289993,4721400
12/21/2020,209.979996,228.490005,207.610001,211.559998,211.559998,3694500
12/28/2020,216,217.779999,190.809998,195.100006,195.100006,4870500
1/4/2021,197.380005,236.380005,192.809998,230,230,4784200
1/11/2021,223.479996,285.559998,216.270004,267.130005,267.130005,5573200
1/18/2021,258,260,229.792999,243.75,243.75,5132600
1/25/2021,247.75,251.639999,199.020004,206.509995,206.509995,7207600
2/1/2021,212,279.709991,209,274.290009,274.290009,7835300
2/8/2021,277.670013,324.459991,273,323.100006,323.100006,6125300
2/15/2021,332.290009,336,286.029999,318.700012,318.700012,5930600
2/22/2021,300,304.549988,235.050003,269.970001,269.970001,7296100
3/1/2021,279.5,294.809998,195.320007,218.080002,218.080002,8008300
3/8/2021,225,251.630005,195.820007,243.880005,243.880005,6559100
3/15/2021,246.009995,252,212,224.929993,224.929993,4130800
3/22/2021,226.199997,229.5,190.539993,201.880005,201.880005,3475400
3/29/2021,199,232.259995,183.910004,225.080002,225.080002,2924400
4/5/2021,230.660004,232.009995,212.389999,226.649994,226.649994,2261000
4/12/2021,223.75,238.830002,214.050003,216.169998,216.169998,2624900
4/19/2021,209.940002,224,202.653,219.259995,219.259995,2697800
4/26/2021,218.990005,230.710007,206.279999,208.070007,208.070007,2198200
5/3/2021,209.059998,210,168,180.330002,180.330002,4949700
5/10/2021,177,178,152.270004,169.699997,169.699997,4887100
5/17/2021,169.710007,188.100006,163,183.100006,183.100006,3080000
5/24/2021,185,207.029999,182.160004,205.309998,205.309998,3428300
5/31/2021,206.5,209.669998,195.699997,197.789993,197.789993,2183900
6/7/2021,197.050003,212.75,194.690002,205.389999,205.389999,2109300
6/14/2021,204.110001,227.309998,195.154007,226.690002,226.690002,3013100
6/21/2021,226,251.389999,216.630005,243.419998,243.419998,3326500
6/28/2021,244.899994,257.410004,236.365005,241,241,2260500
7/5/2021,241.770004,250.699997,224,240.820007,240.820007,1689500
7/12/2021,243.809998,246.179993,203.679993,204.179993,204.179993,2521500
7/19/2021,200.119995,242.679993,197.5,240.800003,240.800003,2201000
7/26/2021,239.029999,262.899994,229.589996,248.910004,248.910004,3114500
8/2/2021,250.330002,252,167.600006,168.520004,168.520004,10312600
8/9/2021,168.494995,182.949997,165.449997,171.559998,171.559998,4861700
8/16/2021,172.119995,172.917007,158.5,164.330002,164.330002,3373300
8/23/2021,165.580002,180.753006,164.100006,178.179993,178.179993,3157100
8/30/2021,178.149994,186.740005,176.259995,183.899994,183.899994,2783900
9/6/2021,184.509995,186.139999,174.429993,180.470001,180.470001,2004000
9/13/2021,180,201.880005,178.679993,200.309998,200.309998,3734700
9/20/2021,191,210.550003,190.561005,202.979996,202.979996,3176800
9/27/2021,200.740005,201.080002,177.309998,184.220001,184.220001,2854100
10/4/2021,181.309998,187.024994,172.134995,177.639999,177.639999,2804700
10/11/2021,177.149994,193.220001,173.5,191.410004,191.410004,2374800
10/18/2021,193.110001,199.690002,181.369995,187,187,2703700
10/25/2021,188.820007,194,167.270004,170.350006,170.350006,3136200
11/1/2021,170.139999,173.600006,155.389999,158.270004,158.270004,3867400
11/8/2021,159,197.220001,158.270004,192.449997,192.449997,8371000
11/15/2021,193.350006,194.475006,161.940002,162.210007,162.210007,3469200
11/22/2021,161.059998,163.255005,139.807999,147.550003,147.550003,3980500
11/29/2021,148.009995,152.264999,118.75,124.690002,124.690002,9641700
12/6/2021,120.970001,144.100006,117.5,127.019997,127.019997,4502700
12/13/2021,126.199997,131.220001,108.190002,117.699997,117.699997,5545200
12/20/2021,115.019997,122.019997,112.496002,117.269997,117.269997,2556900
12/27/2021,117.260002,120.790001,108.5,113.699997,113.699997,4270100
1/3/2022,115.160004,117,93.199997,98.610001,98.610001,6012600
1/10/2022,96.599998,101.364998,83.300003,85.150002,85.150002,5287400
1/17/2022,83,87.900002,80.330002,81.220001,81.220001,3984800
1/24/2022,78.160004,82.728996,68,72.589996,72.589996,6004800
1/31/2022,74.089996,91,73.699997,81.43,81.43,5813700
2/7/2022,81.68,94.370003,78.830002,81.029999,81.029999,4925700
2/14/2022,81,89.910004,68.989998,70.690002,70.690002,12175300
2/21/2022,70,75,61.23,74.949997,74.949997,4522800
2/28/2022,75.940002,79.75,69.275002,69.779999,69.779999,4109500
3/7/2022,70,72.980003,63.259998,63.279999,63.279999,3944400
3/14/2022,61.560001,74.139999,55.814999,74.010002,74.010002,5181500
3/21/2022,73.470001,79.179001,70.209999,72.779999,72.779999,3418800
3/28/2022,73.300003,83.18,73.300003,76.949997,76.949997,3727700
4/4/2022,77.620003,81.690002,65.779999,67.82,67.82,3942500
4/11/2022,66.470001,73.18,62.790001,63.75,63.75,2789600
4/18/2022,62.759998,65.040001,53.57,54.77,54.77,3933800
4/25/2022,53.950001,59.389999,50.720001,53.25,53.25,4245000
5/2/2022,52.139999,58.189999,46.700001,47.049999,47.049999,4892000
5/9/2022,45.5,47.029999,29.040001,38.419998,38.419998,16917000
5/16/2022,37.59,41.950001,36.459999,38.93,38.93,9970100
5/23/2022,38.759998,43.080002,34.827999,42.950001,42.950001,4743500
5/30/2022,42.919998,44.360001,39.43,41.830002,41.830002,6343300
6/6/2022,42.990002,43.900002,37.66,37.900002,37.900002,3421500
6/13/2022,35.75,36.630001,31.73,33.279999,33.279999,4441400
6/20/2022,34.200001,39.669998,32.300999,39.470001,39.470001,2647000
6/27/2022,40.18,40.68,32.700001,34.93,34.93,3331000
7/4/2022,34.360001,39.68,33.599998,39.240002,39.240002,3308400
7/11/2022,38.439999,38.959999,30.4,31.17,31.17,3615400
7/18/2022,32.43,40.290001,31.415001,37.040001,37.040001,4111700
7/25/2022,36.810001,36.900002,31.049999,32.080002,32.080002,5127700
8/1/2022,32.080002,44.02,30.799999,40.049999,40.049999,8805400
8/8/2022,40.380001,45.75,38.650002,42.599998,42.599998,4441700
8/15/2022,42.299999,43.77,35.860001,36.299999,36.299999,3932200
8/22/2022,35.009998,39.902,34.810001,36.119999,36.119999,3636700
8/29/2022,35.419998,37.360001,32.150002,33.919998,33.919998,2565700
9/5/2022,33.919998,36.810001,32.849998,36.669998,36.669998,1879500
9/12/2022,37,38.110001,32.349998,32.41,32.41,2717500
9/19/2022,32.099998,33.57,29.309999,30.77,30.77,3378200
9/26/2022,30.66,32.810001,29.93,30.59,30.59,3324500
10/3/2022,30.6,33.240002,29.92,30.49,30.49,2514700
10/10/2022,30.42,30.540001,26.25,26.459999,26.459999,3348400
10/17/2022,27.27,29.879999,26.66,28.49,28.49,2615900
10/24/2022,28.41,31.700001,26.700001,31.51,31.51,2846200
10/31/2022,31.23,32.5,26.65,27.549999,27.549999,2476500
11/7/2022,27.93,39.34,26.155001,38.990002,38.990002,6421200
11/14/2022,38.389999,41.474998,36.564999,37.150002,37.150002,4209200
11/21/2022,36.599998,36.775002,33.610001,35.09,35.09,1713500
11/28/2022,34.759998,36.588001,32.779999,33.860001,33.860001,2584400
12/5/2022,33.400002,33.860001,30.075001,30.950001,30.950001,2206200
12/12/2022,30.450001,31.85,30.26,31.129999,31.129999,573300
